Unnamed: 0,Animal_type,Country,Weight_in_kg,Body_length_in_cm,Gender,Latitude,Longitude,Animal_name,Observation_date,Data_compiled_by
-1.7767655685776877,0.8126084798768075,0.8286990732420104,-0.6642636245800407,0.655143427178868,-1.0057882837258711,1.6497867700101347,1.107125694972952,-8.603646254492965,2024-03-01,-1.0338569861273068
-1.7732017589853992,0.8126084798768075,0.8286990732420104,-0.5231720057861767,-0.07895991837794744,-1.0057882837258711,1.6502657357032426,1.1077159128439213,0.14846208713574172,2024-03-01,-1.0338569861273068
-1.7696379493931107,0.8126084798768075,0.8286990732420104,-0.6360453008212679,-0.07895991837794744,0.9203651692176466,1.649033327153634,1.1072528055790958,-4.852742679509234,2024-03-01,-1.0338569861273068
-1.7660741398008222,0.8126084798768075,0.8286990732420104,-0.5513903295449494,0.28809175440046025,-2.9319417366693887,1.6491848677604768,1.106036216481909,0.14846208713574172,2024-03-01,-1.0338569861273068
-1.7625103302085336,0.8126084798768075,0.8286990732420104,-0.5760813628338756,0.28809175440046025,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-1.0338569861273068
-1.7589465206162451,0.8126084798768075,0.8286990732420104,-0.8159371147834444,-0.44601159115635514,-1.0057882837258711,1.6493528404813118,1.1071698824071416,0.14846208713574172,2024-03-01,-1.0338569861273068
-1.7553827110239566,0.8126084798768075,0.8286990732420104,-0.7017710506683854,0.07477900215751111,0.9203651692176466,1.6497283447159317,1.1063016280184421,0.14846208713574172,2024-03-01,-1.0338569861273068
-1.751818901431668,0.8126084798768075,0.8286990732420104,-0.8300462766628309,0.655143427178868,-1.0057882837258711,1.649518987411703,1.1060778215335816,0.14846208713574172,2024-03-01,-1.0338569861273068
-1.7482550918393798,0.8126084798768075,0.8286990732420104,-0.6325180103514213,1.0221950999572755,0.9203651692176466,1.6498385007393765,1.107299862327195,0.14846208713574172,2024-03-01,-1.0338569861273068
-1.7446912822470912,0.8126084798768075,0.8286990732420104,-0.5937178151831086,0.28809175440046025,0.9203651692176466,1.6501714031969767,1.1056858732536856,0.14846208713574172,2024-03-01,-1.0338569861273068
-1.7411274726548027,0.8126084798768075,0.1942405275726071,-0.6748454959895805,0.28809175440046025,0.9203651692176466,-1.2287982627528546,0.5026685668006017,0.14846208713574172,2024-03-01,-1.0338569861273068
-1.7375636630625142,0.8126084798768075,0.8286990732420104,-0.5937178151831086,1.0221950999572755,0.9203651692176466,1.6501805321491947,1.1072984276702404,0.14846208713574172,2024-03-01,-1.0338569861273068
-1.7339998534702257,0.8126084798768075,-0.44021801809679617,-0.7136456911578931,-0.44601159115635514,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.7304360438779371,0.8126084798768075,-0.44021801809679617,-0.8688464718311436,-0.44601159115635514,-1.0057882837258711,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.7268722342856486,0.8126084798768075,-0.44021801809679617,-0.8265189861929843,0.28809175440046025,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.72330842469336,0.8126084798768075,-0.44021801809679617,-0.8088825338437513,0.28809175440046025,-1.0057882837258711,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.7197446151010716,0.8126084798768075,-0.44021801809679617,-0.8018279529040581,0.655143427178868,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.7161808055087833,0.8126084798768075,-0.44021801809679617,-0.6642636245800407,0.655143427178868,-1.0057882837258711,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.7126169959164947,0.8126084798768075,-0.44021801809679617,-0.6642636245800407,-0.44601159115635514,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.7090531863242062,0.8126084798768075,-0.44021801809679617,-0.7983006624342115,-0.07895991837794744,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.7054893767319177,0.8126084798768075,-0.44021801809679617,-0.6219361389418815,-0.07895991837794744,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.7019255671396292,0.8126084798768075,-0.44021801809679617,-0.8265189861929843,-0.07895991837794744,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.6983617575473406,0.8126084798768075,-0.44021801809679617,-0.847682729012064,0.28809175440046025,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.6947979479550521,0.8126084798768075,-0.44021801809679617,-0.8864829241803766,0.655143427178868,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.6912341383627636,0.8126084798768075,-0.44021801809679617,-0.7207002720975864,-0.44601159115635514,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.6876703287704753,0.8126084798768075,-0.44021801809679617,-0.7312821435071262,-0.44601159115635514,-1.0057882837258711,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
-1.6841065191781868,0.8126084798768075,-0.44021801809679617,-0.6642636245800407,0.655143427178868,0.9203651692176466,0.009382219043645203,0.47350758608322646,0.14846208713574172,2024-03-01,-0.19354764507732142
